Amount,Payment_Method,Bank,Previous_Failures,Attempt_Number,Error,Original_Status,Risk_Percentage,Risk_Level,Recovery_Action
924,UPI,Bank_D,0,1,NONE,FAILED,18.28,LOW,Continue payment normally.
3827,UPI,Bank_B,1,2,NONE,FAILED,33.23,MEDIUM,"Continue payment, but offer an alternate payment method if it fails."
826,CARD,Bank_C,0,1,NONE,SUCCESS,21.76,LOW,Continue payment normally.
5466,UPI,Bank_C,0,1,NONE,FAILED,18.34,LOW,Continue payment normally.
12421,UPI,Bank_B,0,1,NONE,SUCCESS,12.68,LOW,Continue payment normally.
6943,UPI,Bank_C,0,1,NONE,SUCCESS,20.07,LOW,Continue payment normally.
17422,UPI,Bank_C,1,2,NONE,FAILED,40.99,MEDIUM,"Continue payment, but offer an alternate payment method if it fails."
5363,CARD,Bank_A,2,3,CARD_DECLINED,FAILED,89.05,HIGH,Try UPI or Net Banking instead of the card.
19434,UPI,Bank_D,0,1,NONE,FAILED,19.44,LOW,Continue payment normally.
7447,UPI,Bank_D,1,2,NONE,FAILED,38.17,MEDIUM,"Continue payment, but offer an alternate payment method if it fails."
953,UPI,Bank_C,1,2,BANK_ERROR,FAILED,72.87,HIGH,Try another bank or payment method.
1314,UPI,Bank_C,1,2,NONE,FAILED,41.32,MEDIUM,"Continue payment, but offer an alternate payment method if it fails."
18769,NET_BANKING,Bank_C,0,1,NONE,FAILED,23.43,LOW,Continue payment normally.
16990,UPI,Bank_B,2,3,NONE,FAILED,60.95,MEDIUM,"Continue payment, but offer an alternate payment method if it fails."
19039,CARD,Bank_D,0,1,CARD_DECLINED,SUCCESS,52.07,MEDIUM,Try UPI or Net Banking instead of the card.
3925,UPI,Bank_B,0,1,NONE,SUCCESS,11.79,LOW,Continue payment normally.
9652,CARD,Bank_C,0,1,NONE,SUCCESS,23.58,LOW,Continue payment normally.
17581,UPI,Bank_B,2,3,NETWORK_ERROR,FAILED,87.11,HIGH,Retry after a short delay or use another payment method.
9128,CARD,Bank_D,3,4,CARD_DECLINED,FAILED,96.51,HIGH,Try UPI or Net Banking instead of the card.
11526,UPI,Bank_B,1,2,NONE,SUCCESS,32.13,MEDIUM,"Continue payment, but offer an alternate payment method if it fails."
6925,UPI,Bank_A,0,1,NONE,SUCCESS,11.14,LOW,Continue payment normally.
1273,UPI,Bank_A,0,1,NONE,SUCCESS,12.06,LOW,Continue payment normally.
3941,CARD,Bank_D,1,2,NONE,SUCCESS,43.31,MEDIUM,"Continue payment, but offer an alternate payment method if it fails."
3741,UPI,Bank_D,0,1,NONE,FAILED,15.02,LOW,Continue payment normally.
14326,NET_BANKING,Bank_A,0,1,NONE,SUCCESS,15.92,LOW,Continue payment normally.
5284,CARD,Bank_D,3,4,NETWORK_ERROR,FAILED,96.67,HIGH,Retry after a short delay or use another payment method.
7045,UPI,Bank_C,0,1,NONE,SUCCESS,19.86,LOW,Continue payment normally.
7335,UPI,Bank_A,2,3,NETWORK_ERROR,FAILED,86.38,HIGH,Retry after a short delay or use another payment method.
6442,UPI,Bank_B,3,4,BANK_ERROR,FAILED,93.87,HIGH,Try another bank or payment method.
5666,UPI,Bank_D,0,1,NONE,SUCCESS,15.72,LOW,Continue payment normally.
12438,UPI,Bank_A,1,2,NONE,SUCCESS,32.94,MEDIUM,"Continue payment, but offer an alternate payment method if it fails."
11901,UPI,Bank_A,2,3,NETWORK_ERROR,FAILED,87.18,HIGH,Retry after a short delay or use another payment method.
2269,UPI,Bank_A,0,1,NONE,SUCCESS,13.61,LOW,Continue payment normally.
16693,CARD,Bank_C,0,1,AUTH_ERROR,SUCCESS,57.96,MEDIUM,Complete authentication and retry the payment.
16408,CARD,Bank_A,0,1,CARD_DECLINED,FAILED,42.17,MEDIUM,Try UPI or Net Banking instead of the card.
14418,UPI,Bank_A,1,2,NETWORK_ERROR,FAILED,65.59,MEDIUM,Retry after a short delay or use another payment method.
3971,CARD,Bank_B,0,1,NONE,SUCCESS,17.42,LOW,Continue payment normally.
9865,UPI,Bank_D,1,2,NETWORK_ERROR,FAILED,70.03,HIGH,Retry after a short delay or use another payment method.
6520,CARD,Bank_C,0,1,NONE,SUCCESS,21.83,LOW,Continue payment normally.
5533,CARD,Bank_B,0,1,NONE,SUCCESS,15.74,LOW,Continue payment normally.
332,CARD,Bank_B,0,1,NONE,SUCCESS,16.39,LOW,Continue payment normally.
18313,UPI,Bank_A,1,2,BANK_ERROR,SUCCESS,67.89,MEDIUM,Try another bank or payment method.
13932,UPI,Bank_A,0,1,NONE,SUCCESS,13.94,LOW,Continue payment normally.
2795,UPI,Bank_C,0,1,NETWORK_ERROR,SUCCESS,51.09,MEDIUM,Retry after a short delay or use another payment method.
18402,UPI,Bank_A,1,2,BANK_ERROR,FAILED,68.6,MEDIUM,Try another bank or payment method.
13116,CARD,Bank_D,2,3,CARD_DECLINED,FAILED,87.93,HIGH,Try UPI or Net Banking instead of the card.
14532,CARD,Bank_B,0,1,NONE,SUCCESS,21.05,LOW,Continue payment normally.
2038,NET_BANKING,Bank_D,3,4,AUTH_ERROR,FAILED,96.78,HIGH,Complete authentication and retry the payment.
13956,NET_BANKING,Bank_C,0,1,NONE,SUCCESS,23.56,LOW,Continue payment normally.
1720,CARD,Bank_A,0,1,CARD_DECLINED,SUCCESS,42.95,MEDIUM,Try UPI or Net Banking instead of the card.
8681,UPI,Bank_A,1,2,BANK_ERROR,FAILED,66.78,MEDIUM,Try another bank or payment method.
3759,UPI,Bank_B,0,1,NONE,SUCCESS,12.94,LOW,Continue payment normally.
10586,UPI,Bank_A,0,1,NETWORK_ERROR,SUCCESS,46.22,MEDIUM,Retry after a short delay or use another payment method.
166,UPI,Bank_A,0,1,NONE,SUCCESS,15.03,LOW,Continue payment normally.
10096,UPI,Bank_C,1,2,NONE,SUCCESS,43.1,MEDIUM,"Continue payment, but offer an alternate payment method if it fails."
7834,CARD,Bank_A,0,1,NONE,SUCCESS,14.42,LOW,Continue payment normally.
7270,UPI,Bank_A,3,4,BANK_ERROR,FAILED,93.72,HIGH,Try another bank or payment method.
10243,CARD,Bank_B,1,2,NETWORK_ERROR,SUCCESS,71.1,HIGH,Retry after a short delay or use another payment method.
9240,UPI,Bank_A,1,2,BANK_ERROR,FAILED,65.88,MEDIUM,Try another bank or payment method.
11926,UPI,Bank_A,1,2,NONE,FAILED,34.56,MEDIUM,"Continue payment, but offer an alternate payment method if it fails."
4636,UPI,Bank_C,1,2,NETWORK_ERROR,SUCCESS,77.59,HIGH,Retry after a short delay or use another payment method.
10718,NET_BANKING,Bank_B,1,2,NONE,SUCCESS,33.21,MEDIUM,"Continue payment, but offer an alternate payment method if it fails."
6663,UPI,Bank_D,0,1,NONE,SUCCESS,15.69,LOW,Continue payment normally.
9260,UPI,Bank_B,3,4,NETWORK_ERROR,FAILED,95.28,HIGH,Retry after a short delay or use another payment method.
4882,NET_BANKING,Bank_D,0,1,AUTH_ERROR,SUCCESS,54.04,MEDIUM,Complete authentication and retry the payment.
3533,NET_BANKING,Bank_D,1,2,NONE,SUCCESS,39.21,MEDIUM,"Continue payment, but offer an alternate payment method if it fails."
1538,CARD,Bank_A,0,1,NONE,SUCCESS,14.48,LOW,Continue payment normally.
12659,UPI,Bank_B,0,1,NONE,SUCCESS,12.38,LOW,Continue payment normally.
3134,UPI,Bank_B,0,1,NONE,SUCCESS,11.05,LOW,Continue payment normally.
5290,NET_BANKING,Bank_C,2,3,NETWORK_ERROR,SUCCESS,89.6,HIGH,Retry after a short delay or use another payment method.
13489,UPI,Bank_B,0,1,BANK_ERROR,FAILED,42.78,MEDIUM,Try another bank or payment method.
17832,NET_BANKING,Bank_A,1,2,NETWORK_ERROR,FAILED,72.7,HIGH,Retry after a short delay or use another payment method.
6199,CARD,Bank_A,0,1,NONE,SUCCESS,16.21,LOW,Continue payment normally.
15724,NET_BANKING,Bank_C,0,1,NONE,SUCCESS,27.51,LOW,Continue payment normally.
4388,CARD,Bank_A,0,1,NONE,SUCCESS,18.37,LOW,Continue payment normally.
3565,NET_BANKING,Bank_D,2,3,AUTH_ERROR,FAILED,90.7,HIGH,Complete authentication and retry the payment.
19301,UPI,Bank_A,1,2,AUTH_ERROR,FAILED,73.77,HIGH,Complete authentication and retry the payment.
18912,CARD,Bank_A,0,1,NONE,SUCCESS,16.75,LOW,Continue payment normally.
4637,UPI,Bank_C,0,1,BANK_ERROR,FAILED,50.69,MEDIUM,Try another bank or payment method.
6465,CARD,Bank_D,3,4,CARD_DECLINED,FAILED,96.12,HIGH,Try UPI or Net Banking instead of the card.
4349,UPI,Bank_B,2,3,NONE,SUCCESS,57.37,MEDIUM,"Continue payment, but offer an alternate payment method if it fails."
3273,CARD,Bank_C,0,1,NONE,FAILED,23.93,LOW,Continue payment normally.
9550,CARD,Bank_D,0,1,NONE,SUCCESS,25.02,LOW,Continue payment normally.
1967,CARD,Bank_B,0,1,NONE,SUCCESS,16.86,LOW,Continue payment normally.
5372,CARD,Bank_B,1,2,NONE,FAILED,38.4,MEDIUM,"Continue payment, but offer an alternate payment method if it fails."
14494,UPI,Bank_B,1,2,AUTH_ERROR,FAILED,65.78,MEDIUM,Complete authentication and retry the payment.
15182,UPI,Bank_A,0,1,NETWORK_ERROR,FAILED,39.48,MEDIUM,Retry after a short delay or use another payment method.
15627,UPI,Bank_C,0,1,NONE,FAILED,23.98,LOW,Continue payment normally.
10007,UPI,Bank_C,0,1,NONE,SUCCESS,22.51,LOW,Continue payment normally.
18005,NET_BANKING,Bank_A,0,1,NONE,FAILED,16.29,LOW,Continue payment normally.
3332,CARD,Bank_B,0,1,NONE,SUCCESS,15.79,LOW,Continue payment normally.
14900,UPI,Bank_B,0,1,NONE,SUCCESS,15.7,LOW,Continue payment normally.
16820,NET_BANKING,Bank_C,0,1,NONE,FAILED,26.83,LOW,Continue payment normally.
11582,UPI,Bank_A,1,2,NONE,FAILED,31.35,MEDIUM,"Continue payment, but offer an alternate payment method if it fails."
14390,CARD,Bank_A,0,1,NONE,SUCCESS,18.72,LOW,Continue payment normally.
11994,NET_BANKING,Bank_D,1,2,NONE,FAILED,49.38,MEDIUM,"Continue payment, but offer an alternate payment method if it fails."
7877,UPI,Bank_B,0,1,NONE,SUCCESS,11.29,LOW,Continue payment normally.
10693,UPI,Bank_A,0,1,NONE,SUCCESS,15.63,LOW,Continue payment normally.
5297,NET_BANKING,Bank_C,0,1,NONE,SUCCESS,22.59,LOW,Continue payment normally.
2495,NET_BANKING,Bank_B,0,1,BANK_ERROR,FAILED,41.05,MEDIUM,Try another bank or payment method.
16392,UPI,Bank_D,3,4,BANK_ERROR,FAILED,95.93,HIGH,Try another bank or payment method.
11130,CARD,Bank_D,3,4,CARD_DECLINED,SUCCESS,96.43,HIGH,Try UPI or Net Banking instead of the card.
3505,UPI,Bank_D,0,1,NONE,FAILED,15.6,LOW,Continue payment normally.
7874,CARD,Bank_D,2,3,CARD_DECLINED,FAILED,90.5,HIGH,Try UPI or Net Banking instead of the card.
15151,UPI,Bank_A,2,3,NONE,SUCCESS,66.84,MEDIUM,"Continue payment, but offer an alternate payment method if it fails."
17015,UPI,Bank_D,0,1,NONE,FAILED,20.75,LOW,Continue payment normally.
19539,UPI,Bank_A,1,2,BANK_ERROR,FAILED,65.74,MEDIUM,Try another bank or payment method.
12549,UPI,Bank_D,0,1,NONE,SUCCESS,20.92,LOW,Continue payment normally.
17450,CARD,Bank_A,0,1,CARD_DECLINED,FAILED,47.92,MEDIUM,Try UPI or Net Banking instead of the card.
231,CARD,Bank_A,0,1,NONE,SUCCESS,13.54,LOW,Continue payment normally.
4371,UPI,Bank_D,0,1,NONE,SUCCESS,16.15,LOW,Continue payment normally.
7534,CARD,Bank_C,1,2,NONE,SUCCESS,45.85,MEDIUM,"Continue payment, but offer an alternate payment method if it fails."
4133,CARD,Bank_B,0,1,CARD_DECLINED,FAILED,44.14,MEDIUM,Try UPI or Net Banking instead of the card.
8210,NET_BANKING,Bank_B,0,1,NONE,SUCCESS,15.66,LOW,Continue payment normally.
6322,UPI,Bank_D,0,1,NONE,SUCCESS,16.48,LOW,Continue payment normally.
16723,CARD,Bank_D,1,2,AUTH_ERROR,FAILED,82.18,HIGH,Complete authentication and retry the payment.
10598,CARD,Bank_A,1,2,NONE,FAILED,30.83,MEDIUM,"Continue payment, but offer an alternate payment method if it fails."
1722,UPI,Bank_B,0,1,NONE,SUCCESS,13.39,LOW,Continue payment normally.
17145,CARD,Bank_A,0,1,AUTH_ERROR,FAILED,47.05,MEDIUM,Complete authentication and retry the payment.
17861,CARD,Bank_B,0,1,NONE,FAILED,15.56,LOW,Continue payment normally.
19838,UPI,Bank_B,0,1,NONE,SUCCESS,12.97,LOW,Continue payment normally.
2893,CARD,Bank_B,3,4,CARD_DECLINED,FAILED,95.9,HIGH,Try UPI or Net Banking instead of the card.
3771,UPI,Bank_B,0,1,NONE,SUCCESS,15.22,LOW,Continue payment normally.
8452,UPI,Bank_C,1,2,NONE,SUCCESS,41.83,MEDIUM,"Continue payment, but offer an alternate payment method if it fails."
19833,NET_BANKING,Bank_B,0,1,BANK_ERROR,SUCCESS,47.99,MEDIUM,Try another bank or payment method.
6476,UPI,Bank_A,0,1,NONE,SUCCESS,14.77,LOW,Continue payment normally.
6513,UPI,Bank_B,0,1,NONE,SUCCESS,15.03,LOW,Continue payment normally.
11490,UPI,Bank_B,0,1,NONE,SUCCESS,12.39,LOW,Continue payment normally.
16920,CARD,Bank_A,0,1,NONE,SUCCESS,18.21,LOW,Continue payment normally.
5370,CARD,Bank_A,0,1,CARD_DECLINED,FAILED,43.61,MEDIUM,Try UPI or Net Banking instead of the card.
14832,CARD,Bank_B,1,2,NONE,SUCCESS,35.14,MEDIUM,"Continue payment, but offer an alternate payment method if it fails."
8909,NET_BANKING,Bank_C,0,1,NETWORK_ERROR,SUCCESS,56.27,MEDIUM,Retry after a short delay or use another payment method.
3954,UPI,Bank_A,2,3,NETWORK_ERROR,FAILED,87.36,HIGH,Retry after a short delay or use another payment method.
15037,UPI,Bank_C,0,1,NONE,SUCCESS,20.36,LOW,Continue payment normally.
11016,NET_BANKING,Bank_B,0,1,NONE,SUCCESS,15.07,LOW,Continue payment normally.
14225,UPI,Bank_A,0,1,NONE,SUCCESS,14.34,LOW,Continue payment normally.
12831,CARD,Bank_C,1,2,NONE,SUCCESS,47.83,MEDIUM,"Continue payment, but offer an alternate payment method if it fails."
15899,UPI,Bank_B,0,1,NONE,SUCCESS,16.72,LOW,Continue payment normally.
2775,UPI,Bank_B,0,1,NONE,SUCCESS,13.55,LOW,Continue payment normally.
11126,UPI,Bank_C,1,2,AUTH_ERROR,FAILED,75.9,HIGH,Complete authentication and retry the payment.
15252,UPI,Bank_B,0,1,BANK_ERROR,FAILED,42.49,MEDIUM,Try another bank or payment method.
18220,CARD,Bank_C,0,1,NONE,SUCCESS,31.17,MEDIUM,"Continue payment, but offer an alternate payment method if it fails."
11743,UPI,Bank_C,1,2,NONE,SUCCESS,48.22,MEDIUM,"Continue payment, but offer an alternate payment method if it fails."
11486,UPI,Bank_C,2,3,BANK_ERROR,FAILED,89.52,HIGH,Try another bank or payment method.
16512,UPI,Bank_A,0,1,NONE,SUCCESS,12.64,LOW,Continue payment normally.
5528,CARD,Bank_C,0,1,CARD_DECLINED,SUCCESS,52.35,MEDIUM,Try UPI or Net Banking instead of the card.
11432,UPI,Bank_C,1,2,AUTH_ERROR,SUCCESS,73.29,HIGH,Complete authentication and retry the payment.
5385,UPI,Bank_A,0,1,NONE,FAILED,14.44,LOW,Continue payment normally.
2469,CARD,Bank_B,1,2,AUTH_ERROR,FAILED,68.55,MEDIUM,Complete authentication and retry the payment.
9557,UPI,Bank_A,3,4,NETWORK_ERROR,FAILED,94.18,HIGH,Retry after a short delay or use another payment method.
10518,CARD,Bank_C,0,1,CARD_DECLINED,SUCCESS,58.84,MEDIUM,Try UPI or Net Banking instead of the card.
2367,UPI,Bank_A,0,1,NONE,SUCCESS,13.99,LOW,Continue payment normally.
13362,UPI,Bank_D,0,1,NONE,SUCCESS,19.05,LOW,Continue payment normally.
19119,CARD,Bank_B,0,1,NETWORK_ERROR,SUCCESS,51.22,MEDIUM,Retry after a short delay or use another payment method.
3562,NET_BANKING,Bank_C,0,1,NONE,SUCCESS,23.34,LOW,Continue payment normally.
11358,CARD,Bank_B,0,1,NONE,FAILED,19.93,LOW,Continue payment normally.
19169,UPI,Bank_B,0,1,NONE,SUCCESS,14.34,LOW,Continue payment normally.
9830,UPI,Bank_A,0,1,NONE,SUCCESS,12.82,LOW,Continue payment normally.
10533,NET_BANKING,Bank_A,0,1,NONE,SUCCESS,16.38,LOW,Continue payment normally.
9597,UPI,Bank_B,1,2,BANK_ERROR,FAILED,63.92,MEDIUM,Try another bank or payment method.
7920,CARD,Bank_C,0,1,NONE,SUCCESS,24.96,LOW,Continue payment normally.
3212,CARD,Bank_C,0,1,NONE,SUCCESS,21.73,LOW,Continue payment normally.
4105,CARD,Bank_A,2,3,AUTH_ERROR,FAILED,87.93,HIGH,Complete authentication and retry the payment.
2574,UPI,Bank_A,0,1,NONE,SUCCESS,12.06,LOW,Continue payment normally.
1404,UPI,Bank_B,0,1,NONE,SUCCESS,12.13,LOW,Continue payment normally.
10013,UPI,Bank_C,1,2,NONE,SUCCESS,40.78,MEDIUM,"Continue payment, but offer an alternate payment method if it fails."
13675,UPI,Bank_B,0,1,BANK_ERROR,SUCCESS,37.89,MEDIUM,Try another bank or payment method.
225,UPI,Bank_C,1,2,NONE,FAILED,42.95,MEDIUM,"Continue payment, but offer an alternate payment method if it fails."
6718,UPI,Bank_B,1,2,NONE,FAILED,32.59,MEDIUM,"Continue payment, but offer an alternate payment method if it fails."
19464,CARD,Bank_B,2,3,CARD_DECLINED,FAILED,88.55,HIGH,Try UPI or Net Banking instead of the card.
4643,CARD,Bank_B,0,1,NONE,SUCCESS,18.94,LOW,Continue payment normally.
5444,UPI,Bank_C,1,2,BANK_ERROR,FAILED,70.41,HIGH,Try another bank or payment method.
12616,UPI,Bank_B,1,2,NONE,SUCCESS,37.75,MEDIUM,"Continue payment, but offer an alternate payment method if it fails."
9832,CARD,Bank_A,0,1,NONE,SUCCESS,15.71,LOW,Continue payment normally.
4431,CARD,Bank_D,1,2,NONE,SUCCESS,38.48,MEDIUM,"Continue payment, but offer an alternate payment method if it fails."
19723,UPI,Bank_A,0,1,NONE,SUCCESS,15.77,LOW,Continue payment normally.
9792,UPI,Bank_C,0,1,NONE,SUCCESS,19.13,LOW,Continue payment normally.
8963,UPI,Bank_A,1,2,NETWORK_ERROR,SUCCESS,64.13,MEDIUM,Retry after a short delay or use another payment method.
11858,CARD,Bank_B,0,1,NONE,SUCCESS,18.1,LOW,Continue payment normally.
8492,NET_BANKING,Bank_B,1,2,NONE,SUCCESS,34.36,MEDIUM,"Continue payment, but offer an alternate payment method if it fails."
15246,UPI,Bank_B,0,1,NONE,SUCCESS,15.34,LOW,Continue payment normally.
8486,UPI,Bank_A,0,1,NONE,SUCCESS,14.11,LOW,Continue payment normally.
1878,UPI,Bank_D,0,1,NETWORK_ERROR,SUCCESS,44.22,MEDIUM,Retry after a short delay or use another payment method.
16256,NET_BANKING,Bank_C,0,1,NONE,FAILED,21.81,LOW,Continue payment normally.
15421,CARD,Bank_C,0,1,NONE,FAILED,26.34,LOW,Continue payment normally.
16042,NET_BANKING,Bank_C,3,4,BANK_ERROR,FAILED,97.1,HIGH,Try another bank or payment method.
9626,UPI,Bank_C,0,1,NONE,SUCCESS,19.59,LOW,Continue payment normally.
608,UPI,Bank_D,1,2,AUTH_ERROR,SUCCESS,74.17,HIGH,Complete authentication and retry the payment.
9637,NET_BANKING,Bank_A,0,1,NONE,SUCCESS,18.5,LOW,Continue payment normally.
10450,CARD,Bank_C,0,1,CARD_DECLINED,FAILED,56.9,MEDIUM,Try UPI or Net Banking instead of the card.
1733,UPI,Bank_C,0,1,AUTH_ERROR,FAILED,48.1,MEDIUM,Complete authentication and retry the payment.
7470,UPI,Bank_C,0,1,NONE,SUCCESS,22.29,LOW,Continue payment normally.
7920,CARD,Bank_B,0,1,CARD_DECLINED,FAILED,41.41,MEDIUM,Try UPI or Net Banking instead of the card.
16668,UPI,Bank_B,0,1,NONE,FAILED,12.9,LOW,Continue payment normally.
10719,NET_BANKING,Bank_C,1,2,NETWORK_ERROR,FAILED,81.94,HIGH,Retry after a short delay or use another payment method.
10306,UPI,Bank_C,1,2,NETWORK_ERROR,SUCCESS,77.36,HIGH,Retry after a short delay or use another payment method.
19419,UPI,Bank_B,0,1,NONE,SUCCESS,12.39,LOW,Continue payment normally.
9036,UPI,Bank_A,0,1,NONE,SUCCESS,14.76,LOW,Continue payment normally.
3344,CARD,Bank_A,0,1,NONE,SUCCESS,11.85,LOW,Continue payment normally.
15516,UPI,Bank_D,1,2,NONE,SUCCESS,41.96,MEDIUM,"Continue payment, but offer an alternate payment method if it fails."
13332,UPI,Bank_D,0,1,NONE,SUCCESS,19.31,LOW,Continue payment normally.
13385,UPI,Bank_D,1,2,BANK_ERROR,FAILED,68.07,MEDIUM,Try another bank or payment method.
12365,NET_BANKING,Bank_D,0,1,NONE,FAILED,21.6,LOW,Continue payment normally.
19117,CARD,Bank_D,2,3,CARD_DECLINED,FAILED,88.67,HIGH,Try UPI or Net Banking instead of the card.
15574,UPI,Bank_A,0,1,NONE,SUCCESS,14.93,LOW,Continue payment normally.
8538,UPI,Bank_A,0,1,NONE,FAILED,17.21,LOW,Continue payment normally.
15564,UPI,Bank_D,0,1,BANK_ERROR,SUCCESS,48.81,MEDIUM,Try another bank or payment method.
11340,NET_BANKING,Bank_D,0,1,NONE,SUCCESS,17.25,LOW,Continue payment normally.
5017,UPI,Bank_B,1,2,NETWORK_ERROR,FAILED,65.32,MEDIUM,Retry after a short delay or use another payment method.
968,NET_BANKING,Bank_B,1,2,BANK_ERROR,FAILED,66.51,MEDIUM,Try another bank or payment method.
3373,CARD,Bank_C,2,3,CARD_DECLINED,FAILED,90.45,HIGH,Try UPI or Net Banking instead of the card.
9796,UPI,Bank_D,0,1,NONE,SUCCESS,16.38,LOW,Continue payment normally.
12909,UPI,Bank_A,1,2,NONE,SUCCESS,34.47,MEDIUM,"Continue payment, but offer an alternate payment method if it fails."
8556,CARD,Bank_A,3,4,CARD_DECLINED,FAILED,95.02,HIGH,Try UPI or Net Banking instead of the card.
8828,UPI,Bank_D,2,3,AUTH_ERROR,FAILED,88.05,HIGH,Complete authentication and retry the payment.
715,NET_BANKING,Bank_D,3,4,AUTH_ERROR,FAILED,96.08,HIGH,Complete authentication and retry the payment.
19844,NET_BANKING,Bank_D,0,1,NETWORK_ERROR,FAILED,55.21,MEDIUM,Retry after a short delay or use another payment method.
12442,NET_BANKING,Bank_A,0,1,NONE,SUCCESS,19.99,LOW,Continue payment normally.
14082,UPI,Bank_A,0,1,NONE,FAILED,15.32,LOW,Continue payment normally.
10233,NET_BANKING,Bank_A,0,1,NETWORK_ERROR,SUCCESS,36.92,MEDIUM,Retry after a short delay or use another payment method.
11065,UPI,Bank_D,0,1,NONE,SUCCESS,16.8,LOW,Continue payment normally.
5512,CARD,Bank_A,2,3,CARD_DECLINED,FAILED,87.44,HIGH,Try UPI or Net Banking instead of the card.
9132,UPI,Bank_A,1,2,NONE,SUCCESS,35.61,MEDIUM,"Continue payment, but offer an alternate payment method if it fails."
2088,UPI,Bank_C,0,1,NONE,SUCCESS,20.16,LOW,Continue payment normally.
11628,UPI,Bank_B,0,1,NONE,SUCCESS,14.8,LOW,Continue payment normally.
4412,CARD,Bank_D,2,3,NETWORK_ERROR,FAILED,87.83,HIGH,Retry after a short delay or use another payment method.
19165,CARD,Bank_B,0,1,AUTH_ERROR,SUCCESS,44.63,MEDIUM,Complete authentication and retry the payment.
6797,CARD,Bank_C,1,2,NONE,FAILED,51.15,MEDIUM,"Continue payment, but offer an alternate payment method if it fails."
2502,NET_BANKING,Bank_C,0,1,NONE,FAILED,20.45,LOW,Continue payment normally.
4675,UPI,Bank_C,0,1,NETWORK_ERROR,SUCCESS,48.53,MEDIUM,Retry after a short delay or use another payment method.
18861,UPI,Bank_A,0,1,NONE,FAILED,14.44,LOW,Continue payment normally.
2507,CARD,Bank_A,0,1,NONE,SUCCESS,16.26,LOW,Continue payment normally.
19644,UPI,Bank_D,1,2,NETWORK_ERROR,FAILED,73.9,HIGH,Retry after a short delay or use another payment method.
7482,UPI,Bank_A,0,1,AUTH_ERROR,FAILED,44.59,MEDIUM,Complete authentication and retry the payment.
13833,CARD,Bank_A,0,1,NONE,SUCCESS,17.9,LOW,Continue payment normally.
12964,NET_BANKING,Bank_C,0,1,NETWORK_ERROR,FAILED,57.83,MEDIUM,Retry after a short delay or use another payment method.
12374,NET_BANKING,Bank_A,1,2,AUTH_ERROR,FAILED,71.79,HIGH,Complete authentication and retry the payment.
11730,CARD,Bank_A,0,1,NONE,SUCCESS,17.77,LOW,Continue payment normally.
